the approximate value of the resistance
856
984,5416,0
984,5428,0
986,5443,0
992,5472,0
996,5484,0
997,5508,0
996,5540,0
984,5568,0
977,5607,0
968,5647,0
964,5687,1
984,5580,0
994,5580,0
1006,5583,0
1020,5588,0
1036,5581,1
1097,5417,0
1099,5405,0
1098,5397,0
1097,5396,0
1095,5405,0
1093,5424,0
1093,5456,0
1094,5496,0
1089,5525,0
1078,5568,0
1047,5716,0
1044,5732,0
1057,5708,0
1070,5692,0
1076,5656,0
1085,5632,0
1096,5597,0
1110,5569,0
1124,5548,0
1138,5540,0
1148,5544,0
1155,5556,0
1161,5580,0
1164,5608,0
1164,5628,0
1165,5660,0
1166,5675,0
1175,5699,0
1183,5711,0
1196,5718,0
1208,5719,0
1223,5715,0
1236,5701,0
1247,5686,0
1253,5649,0
1257,5614,0
1261,5598,0
1260,5586,0
1257,5578,0
1251,5582,0
1242,5586,0
1234,5606,0
1228,5639,0
1220,5663,0
1218,5691,0
1220,5718,0
1228,5734,0
1242,5746,0
1264,5757,0
1288,5756,0
1310,5751,0
1331,5726,1
1558,5539,0
1542,5544,0
1529,5553,0
1520,5574,0
1510,5591,0
1503,5620,0
1500,5648,0
1503,5672,0
1509,5687,0
1517,5699,0
1528,5698,0
1540,5697,0
1549,5680,0
1563,5667,0
1574,5642,0
1586,5617,0
1592,5580,0
1599,5555,0
1601,5547,0
1597,5544,0
1597,5547,0
1592,5560,0
1586,5581,0
1584,5617,0
1582,5641,0
1587,5665,0
1589,5681,0
1593,5692,0
1602,5699,0
1609,5694,0
1617,5687,0
1628,5669,0
1640,5643,0
1655,5622,0
1664,5588,0
1669,5572,0
1673,5564,0
1670,5560,0
1667,5560,0
1664,5569,0
1656,5590,0
1649,5618,0
1648,5651,0
1641,5680,0
1637,5716,0
1633,5757,0
1630,5797,0
1629,5830,0
1626,5841,0
1626,5850,0
1628,5850,0
1628,5834,0
1626,5818,1
1645,5623,0
1665,5600,0
1679,5575,0
1693,5565,0
1707,5560,0
1719,5571,0
1722,5582,0
1723,5606,0
1718,5631,0
1710,5660,0
1696,5686,0
1678,5708,0
1660,5726,0
1645,5732,0
1631,5729,0
1626,5722,1
1757,5562,0
1754,5578,0
1756,5595,0
1754,5607,0
1752,5627,0
1753,5651,0
1753,5675,0
1751,5700,0
1747,5721,0
1744,5745,0
1737,5762,0
1732,5779,0
1729,5791,1
1751,5547,0
1763,5541,0
1775,5531,0
1795,5525,0
1818,5530,0
1837,5535,0
1852,5549,0
1860,5564,0
1855,5589,0
1843,5615,0
1823,5646,0
1795,5674,0
1769,5701,0
1741,5713,0
1718,5724,0
1703,5721,0
1696,5714,1
1905,5553,0
1901,5562,0
1903,5578,0
1905,5598,0
1905,5622,0
1905,5646,0
1903,5675,0
1896,5697,0
1894,5721,0
1894,5729,0
1894,5733,0
1892,5730,0
1892,5717,0
1889,5693,0
1894,5665,0
1899,5636,0
1908,5605,0
1921,5579,0
1939,5556,0
1961,5537,0
1979,5521,0
1995,5518,0
2009,5528,0
2018,5539,0
2031,5549,1
2111,5563,0
2106,5552,0
2100,5540,0
2091,5534,0
2082,5536,0
2067,5538,0
2053,5557,0
2037,5581,0
2024,5615,0
2015,5669,0
2022,5680,0
2035,5690,0
2053,5687,0
2072,5675,0
2091,5660,0
2118,5618,0
2123,5593,0
2121,5560,0
2125,5548,1
2291,5533,0
2283,5531,0
2282,5531,0
2269,5538,0
2252,5566,0
2229,5588,0
2204,5617,0
2177,5647,0
2154,5664,0
2137,5676,0
2131,5652,1
2177,5513,0
2178,5517,0
2177,5530,0
2178,5553,0
2178,5578,0
2193,5624,0
2207,5634,0
2226,5638,0
