I find it cute. New boy on the
543
893,1111,0
885,1129,0
885,1129,0
883,1129,0
882,1129,0
885,1134,0
883,1133,0
883,1141,0
880,1149,0
880,1165,0
878,1185,0
901,1218,0
904,1243,0
902,1263,0
909,1288,0
909,1312,0
912,1333,0
909,1353,0
911,1369,0
904,1376,0
905,1385,0
906,1392,0
906,1392,0
908,1397,0
911,1401,1
1264,1132,0
1215,1140,0
1202,1141,0
1194,1155,0
1187,1180,0
1178,1208,0
1199,1254,0
1215,1297,0
1222,1341,0
1225,1376,0
1227,1412,0
1220,1441,0
1218,1462,0
1224,1469,0
1223,1473,0
1230,1464,0
1230,1440,1
1150,1290,0
1150,1290,0
1150,1290,0
1155,1290,0
1157,1283,0
1184,1288,0
1185,1284,0
1218,1280,0
1247,1276,1
1398,1244,0
1397,1247,0
1397,1257,0
1368,1293,0
1394,1319,0
1368,1359,0
1373,1382,0
1373,1390,0
1375,1390,1
1428,1192,0
1416,1187,0
1404,1182,0
1401,1180,0
1401,1180,1
1498,1242,0
1493,1253,0
1491,1276,0
1476,1315,0
1469,1346,0
1477,1370,0
1488,1379,0
1483,1380,0
1483,1380,0
1482,1363,0
1489,1331,0
1494,1305,0
1505,1287,0
1503,1275,0
1513,1259,0
1531,1247,0
1540,1239,0
1548,1240,0
1563,1241,0
1570,1256,0
1580,1269,0
1589,1296,0
1601,1321,0
1608,1349,0
1604,1368,1
1756,1252,0
1744,1245,0
1737,1235,0
1721,1230,0
1705,1230,0
1692,1238,0
1679,1251,0
1664,1276,0
1643,1310,0
1648,1330,0
1661,1346,0
1638,1370,0
1724,1335,0
1747,1317,0
1763,1295,0
1768,1276,0
1768,1244,1
1722,1183,0
1719,1180,0
1719,1180,0
1722,1183,0
1722,1188,0
1723,1201,0
1729,1225,0
1764,1247,0
1785,1276,0
1801,1303,0
1813,1334,0
1818,1354,1
2034,1237,0
2034,1237,0
2036,1241,0
2031,1251,0
2036,1278,0
2062,1283,0
2085,1288,0
2082,1318,0
2036,1376,0
2077,1353,0
2078,1347,0
2079,1336,0
2084,1306,1
2020,1169,0
2020,1169,0
2025,1170,0
2029,1171,0
2041,1176,1
2171,1139,0
2171,1139,0
2171,1152,0
2144,1192,0
2149,1217,0
2152,1248,0
2166,1289,0
2166,1322,0
2174,1353,0
2216,1341,0
2228,1347,0
2228,1347,0
2227,1353,1
2123,1243,0
2123,1243,0
2123,1243,0
2130,1247,0
2121,1278,0
2149,1278,0
2183,1278,0
2222,1279,0
2238,1274,1
2495,1277,0
2473,1290,0
2489,1271,0
2480,1282,0
2479,1297,0
2482,1305,0
2497,1319,0
2511,1333,0
2529,1348,1
