from germans and orchards
890
826,6202,0
830,6203,0
837,6207,0
843,6208,0
854,6200,0
869,6193,0
886,6177,0
902,6157,0
921,6138,0
938,6111,0
955,6083,0
967,6055,0
977,6023,0
982,5991,0
979,5967,0
971,5947,0
960,5931,0
946,5926,0
930,5934,0
912,5954,0
897,5981,0
880,6021,0
865,6068,0
860,6124,0
847,6175,0
842,6244,0
834,6299,0
831,6347,0
824,6391,0
821,6423,0
813,6442,0
809,6447,0
801,6438,1
768,6365,0
773,6364,0
789,6358,0
807,6354,0
827,6348,0
851,6348,0
878,6345,0
904,6341,0
937,6334,1
1043,6340,0
1042,6344,0
1040,6340,0
1038,6332,0
1043,6316,0
1049,6308,0
1063,6292,0
1077,6276,0
1097,6264,0
1116,6260,0
1133,6260,0
1148,6268,0
1161,6280,0
1165,6295,0
1165,6316,0
1160,6340,0
1150,6360,1
1133,6400,0
1131,6396,0
1131,6384,0
1135,6364,0
1141,6336,0
1152,6300,0
1165,6264,0
1179,6223,0
1198,6186,0
1216,6150,0
1233,6122,0
1249,6102,1
1330,6343,0
1326,6347,0
1321,6348,0
1312,6340,0
1305,6332,0
1300,6317,0
1300,6296,0
1305,6272,0
1314,6252,0
1329,6223,0
1351,6206,0
1372,6185,0
1397,6176,0
1417,6171,0
1434,6174,0
1448,6185,0
1455,6205,0
1457,6228,0
1450,6252,0
1437,6281,0
1422,6314,0
1401,6336,0
1382,6357,0
1364,6365,0
1352,6375,0
1342,6359,0
1342,6346,0
1346,6323,0
1356,6298,1
1575,6116,0
1585,6131,0
1589,6142,0
1591,6167,0
1589,6187,0
1587,6215,0
1579,6239,0
1574,6273,0
1565,6297,0
1561,6321,0
1556,6329,0
1554,6334,0
1554,6329,0
1558,6321,0
1565,6293,0
1576,6268,0
1587,6231,0
1604,6194,0
1623,6164,0
1642,6134,0
1661,6108,0
1679,6094,0
1699,6084,0
1713,6082,0
1725,6090,0
1733,6108,0
1739,6136,0
1739,6168,0
1737,6205,0
1730,6245,0
1719,6275,0
1713,6307,0
1703,6325,0
1698,6333,0
1699,6337,0
1701,6325,0
1708,6300,0
1720,6274,0
1733,6241,0
1751,6207,0
1772,6172,0
1792,6138,0
1817,6114,0
1841,6096,0
1864,6085,0
1881,6086,0
1895,6096,0
1907,6115,0
1913,6142,0
1911,6174,0
1909,6212,0
1902,6240,0
1895,6274,1
2441,6249,0
2434,6247,0
2427,6244,0
2417,6243,0
2408,6241,1
2408,6126,0
2413,6125,0
2412,6125,0
2410,6125,0
2406,6126,0
2397,6133,0
2381,6144,0
2368,6163,0
2348,6184,0
2332,6212,0
2316,6239,0
2304,6262,0
2302,6287,0
2306,6311,0
2316,6325,0
2330,6326,0
2350,6330,0
2369,6322,0
2387,6307,0
2405,6282,0
2420,6254,0
2432,6223,0
2442,6192,0
2450,6162,0
2456,6136,0
2459,6119,0
2458,6110,0
2458,6110,0
2456,6123,0
2450,6145,0
2444,6179,0
2441,6221,0
2437,6263,0
2437,6312,0
2441,6365,0
2449,6412,0
2458,6459,0
2468,6502,0
2471,6534,0
2475,6570,0
2468,6592,0
2457,6614,0
2435,6632,0
2411,6645,0
2384,6647,0
2359,6642,0
2338,6630,0
2326,6609,0
2322,6577,0
2331,6538,0
2350,6494,0
2376,6452,0
2403,6406,1
2570,6235,0
2581,6237,0
2596,6234,0
2613,6225,0
2631,6217,0
2646,6196,0
2659,6180,0
2670,6165,0
2674,6151,0
2671,6136,0
2666,6129,0
2655,6128,0
2640,6131,0
2624,6148,0
2608,6168,0
2596,6196,0
2593,6230,0
2593,6255,0
2604,6285,0
2620,6306,0
2635,6319,0
2657,6329,0
2675,6325,0
2700,6318,0
2721,6300,1
2790,6165,0
2786,6167,0
2784,6167,0
2784,6162,0
2791,6156,0
2806,6148,0
2820,6139,0
2842,6142,0
2858,6141,0
2873,6149,0
2887,6166,0
2895,6189,0
2899,6212,0
2897,6233,0
2893,6256,0
2883,6271,0
2878,6280,0
2870,6279,0
2870,6275,0
2871,6259,0
2876,6232,0
2885,6200,0
2896,6162,0
2910,6121,0
2931,6085,0
2951,6050,0
2973,6017,0
2994,5990,0
3011,5971,0
3028,5962,0
3037,5954,0
3043,5956,0
3047,5964,1
3127,6138,0
3128,6151,0
3127,6165,0
3125,6178,0
3122,6196,0
3115,6210,0
3111,6229,0
3103,6244,0
3099,6262,0
3095,6267,0
3093,6264,0
3093,6264,0
3093,6252,0
3095,6230,0
3103,6202,0
3115,6177,0
3126,6143,0
3144,6116,0
3160,6093,0
3182,6078,0
3197,6068,0
3215,6066,0
3228,6073,0
3240,6086,0
3245,6109,0
3244,6136,0
3237,6164,0
3228,6192,0
3218,6213,0
3212,6224,0
3212,6228,0
3212,6224,0
3217,6213,0
3225,6190,0
3237,6160,0
3252,6129,0
3269,6097,0
3289,6072,0
3310,6056,0
3329,6044,0
3344,6043,0
3356,6051,0
3363,6066,0
3366,6095,0
3361,6126,0
3358,6162,0
3350,6195,0
3351,6220,0
3354,6232,1
3518,6133,0
3515,6134,0
3515,6138,0
3513,6140,0
3510,6141,0
3508,6146,0
3503,6144,0
3499,6149,0
3496,6150,0
3494,6155,0
3491,6157,0
3491,6162,0
3489,6162,0
3489,6166,0
3489,6167,0
3489,6171,0
3489,6174,0
3491,6179,0
3489,6179,0
3489,6183,0
3491,6187,0
3493,6195,0
3493,6194,0
3495,6198,0
3499,6206,0
3501,6205,0
3506,6207,0
3510,6210,0
3516,6211,0
3520,6210,0
3525,6208,0
3531,6205,0
3537,6203,0
3544,6201,0
3549,6194,0
3554,6191,0
3561,6184,0
3568,6182,0
3574,6174,0
3578,6165,0
3582,6154,0
3587,6148,0
3589,6130,0
3595,6119,0
3595,6101,0
3600,6090,0
3601,6073,0
3600,6056,0
3599,6042,0
3600,6034,0
3596,6022,0
3590,6011,0
3588,6008,0
3580,6003,0
3572,6003,0
3563,6006,0
3552,6011,0
3539,6016,0
3528,6021,0
3520,6029,0
3517,6034,0
3517,6034,0
3521,6037,0
